"city1","city2","city3"
31.1296370401954,38.5572849969824,50.9713813438908
27.8884199595366,41.1070134358585,48.4992147308902
27.0655969746046,41.813588092496,47.8653879018319
24.0250544975172,42.4561024375013,46.2083563509262
23.4223300576026,43.0403977210573,45.9973626425212
21.0567559356801,43.571782567095,45.4953651577976
21.0818536604358,44.0550815400749,44.3103450152782
21.4903468774038,44.4946792832754,40.9229052964034
20.7810734735876,44.8945606323918,40.7693041138326
17.7634809707637,45.2583470714335,40.3768782004549
17.3544523100641,45.5893298644408,40.2385322006158
15.7566032271363,45.8905001661321,39.8761229427752
16.5744927480061,46.1645763869541,40.2032734147711
20.4843759745551,46.4140290628877,41.1649703247371
21.164136398149,46.6411034575356,43.9691553252335
23.8462262592125,46.84784010327,52.0704987960793
25.5767859379159,47.0360934693643,53.0553913862841
33.1939698154121,47.2075489278972,56.0712858016896
34.3948951282327,47.3637381726448,57.3597272118889
39.6499709904757,47.506053232022,61.2762029849796
40.2141072794093,47.6357592042742,61.3386947139509
43.3378950689881,47.7540058314272,60.6010289012272
42.1343610410074,47.8618380178837,60.3105456492653
36.891421756486,47.9602053898955,58.7868839477748
36.3544248048335,48.0499709833689,56.4805582432221
34.0028216824579,48.1319191394845,50.2153176047994
32.4331130609525,48.2067626803664,48.5552292691968
26.0350598326293,48.2751494304471,43.9377981660162
25.5624429839533,48.3376681431917,43.2472015798013
23.3438007969451,48.3948538874017,41.180443325854
23.3752825605154,48.4471929423759,40.9061811552954
23.3700270659901,48.4951272467136,40.2182286375036
24.5452074261893,48.539058441459,39.91035554032
29.7456280375403,48.5793515445779,39.2392346880915
31.380968853998,48.6163382903819,39.2654168796689
38.9037854303387,48.650320164452,39.3929109447872
39.9325942427774,48.6815711618269,40.4898698656307
44.7815248059688,48.7103402936898,44.0012370101554
44.8699739029043,48.7368538654864,46.1968066546345
45.3540834766426,48.761317547316,52.4241296232786
44.5980135287169,48.7839182555365,54.0081171829575
41.1884673510598,48.8048258627987,58.5221615650787
40.6742264602248,48.8241947521522,58.5492205937462
38.1818092378906,48.8421652294439,58.5637793670887
37.5440368238876,48.8588648069275,57.2969421891172
34.5963952759528,48.8744093698296,53.5864202311614
34.2767981936068,48.8889042365443,52.8922083462262
32.7958605084966,48.9024451221546,50.7788929778759
32.0133937259976,48.9151190140971,50.1541348585384
28.4827864336627,48.9270049679804,48.2646534305481
27.7540769017904,48.9381748308376,47.6546255485599
24.5082775880778,48.9486938984304,45.911249751803
23.9238344537527,48.9586215126173,45.6784044615928
21.2515063397534,48.9680116042524,44.9911509433031
21.2972730700893,48.9769131865801,44.0422709959491
